int	string	uint	uint	string	string
4173	Amlogic	553	398	台式机	amlogic
4174	Intel Celeron 2.40GHz	143	397	台式机	intel celeron 2.40ghz
4175	Mobile Intel Pentium 4 2.80GHz	205	397	台式机	mobile intel pentium 4 2.80ghz
4176	MediaTek MT6762V/CN	556	397	台式机	mediatek mt6762v/cn
4177	AMD Opteron 2419 EE	1902	396	台式机	amd opteron 2419 ee
4178	Intel Celeron 2.53GHz	222	396	台式机	intel celeron 2.53ghz
4179	Intel Celeron 2.93GHz	230	396	台式机	intel celeron 2.93ghz
4180	AMD Athlon XP 3000+	262	396	台式机	amd athlon xp 3000+
4181	MediaTek MT6737T	640	395	台式机	mediatek mt6737t
4182	Intel Atom E3826 @ 1.46GHz	304	395	笔记本	intel atom e3826
4183	AMD Sempron 3300+	315	394	台式机	amd sempron 3300+
4184	Intel Celeron N2805 @ 1.46GHz	335	394	笔记本	intel celeron n2805
4185	AMD E-300 APU	344	393	笔记本	amd e-300
4186	AMD TurionX2 Dual Core Mobile RM-72	471	392	笔记本	amd turionx2 dual core mobile rm-72
4187	Intel Atom C2358 @ 1.74GHz	578	391	笔记本	intel atom c2358
4188	Intel Celeron M 420 @ 1.60GHz	139	391	笔记本	intel celeron m 420
4189	Mobile AMD Sempron 3300+	294	391	笔记本	mobile amd sempron 3300+
4190	AMD Athlon XP2400+	243	390	台式机	amd athlon xp2400+
4191	Intel Xeon X6550 @ 2.00GHz	1936	390	台式机	intel xeon x6550
4192	AMD Sempron LE-1300	400	389	台式机	amd sempron le-1300
4193	Intel Pentium M 1.80GHz	280	389	笔记本	intel pentium m 1.80ghz
4194	Mobile Intel Pentium 4 - M 2.20GHz	143	388	笔记本	mobile intel pentium 4 - m 2.20ghz
4195	Intel Celeron D 420 @ 1.60GHz	313	388	台式机	intel celeron d 420
4196	ARM Cortex-A57 4 Core 1734 MHz	1170	387	台式机	arm cortex-a57 4 core 1734 mhz
4197	Intel Xeon 2.40GHz	180	387	台式机	intel xeon 2.40ghz
4198	MT6763V/CT	1570	387	台式机	mt6763v/ct
4199	Intel Atom Z3735F @ 1.33GHz	538	386	笔记本	intel atom z3735f
4200	Intel Celeron 2.70GHz	159	386	台式机	intel celeron 2.70ghz
4201	AMD Opteron 2427	1995	386	台式机	amd opteron 2427
4202	AMD E-240	182	385	笔记本	amd e-240
4203	Intel Pentium 4 2.50GHz	160	385	台式机	intel pentium 4 2.50ghz
4204	Mobile AMD Athlon XP-M 2800+	238	385	笔记本	mobile amd athlon xp-m 2800+
4205	Intel Atom D2701 @ 2.13GHz	511	384	笔记本	intel atom d2701
4206	Intel Xeon 2.80GHz	260	384	台式机	intel xeon 2.80ghz
4207	MT6750V/CS	955	384	台式机	mt6750v/cs
4208	Qualcomm MSM 8939 HUAWEI TEXAS-A1	1085	383	台式机	qualcomm msm 8939 huawei texas-a1
4209	AMD Sempron 3100+	298	383	台式机	amd sempron 3100+
4210	AMD Opteron 4162 EE	2058	382	台式机	amd opteron 4162 ee
4211	Intel Celeron 2.26GHz	182	382	台式机	intel celeron 2.26ghz
4212	AMD G-T52R	177	381	笔记本	amd g-t52r
4213	AMD Athlon XP 2600+	242	380	台式机	amd athlon xp 2600+
4214	Intel Atom D2700 @ 2.13GHz	461	380	台式机	intel atom d2700
4215	AMD Turion 64 Mobile MT-37	315	379	笔记本	amd turion 64 mobile mt-37
4216	Intel Pentium 4 2.20GHz	157	379	台式机	intel pentium 4 2.20ghz
4217	Qualcomm MSM8974PRO-AC	610	379	台式机	qualcomm msm8974pro-ac
4218	"Qualcomm Technologies, Inc MSM8937"	1060	378	台式机	"qualcomm technologies, inc msm8937"
4219	Intel Xeon MV 3.20GHz	582	378	台式机	intel xeon mv 3.20ghz
4220	AMD Sempron 3600+	364	377	台式机	amd sempron 3600+
4221	MT6795M	968	377	台式机	mt6795m
4222	ARM Cortex-A57 4 Core 1479 MHz	952	376	台式机	arm cortex-a57 4 core 1479 mhz
4223	Intel Atom E3805 @ 1.33GHz	406	376	台式机	intel atom e3805
4224	Mobile Intel Celeron 2.40GHz	154	376	笔记本	mobile intel celeron 2.40ghz
4225	AMD Opteron 144	316	376	台式机	amd opteron 144
4226	AMD Athlon XP 2400+	234	375	台式机	amd athlon xp 2400+
4227	AMD C-30	178	375	笔记本	amd c-30
4228	Intel Core Solo U1500 @ 1.33GHz	164	375	笔记本	intel core solo u1500
4229	Mobile AMD Athlon XP-M 2600+	241	375	笔记本	mobile amd athlon xp-m 2600+
4230	AMD Athlon 64 2800+	295	375	台式机	amd athlon 64 2800+
4231	MT8161A	800	374	台式机	mt8161a
4232	Qualcomm MSM8917	611	371	台式机	qualcomm msm8917
4233	Intel Celeron M 1.70GHz	252	370	笔记本	intel celeron m 1.70ghz
4234	AMD C-70 APU	314	368	台式机	amd c-70
4235	AMD E1-2200 APU	474	368	笔记本	amd e1-2200
4236	Intel Atom Z3530 @ 1.33GHz	565	368	台式机	intel atom z3530
4237	AMD Turion 64 Mobile MT-32	286	367	笔记本	amd turion 64 mobile mt-32
4238	Mobile AMD Athlon XP-M 3000+	238	365	笔记本	mobile amd athlon xp-m 3000+
4239	Intel Core Solo U1400 @ 1.20GHz	130	365	笔记本	intel core solo u1400
4240	Mobile AMD Athlon 2500+	241	365	笔记本	mobile amd athlon 2500+
4241	Intel Celeron 2.30GHz	148	364	台式机	intel celeron 2.30ghz
4242	MediaTek MT6750	1012	364	台式机	mediatek mt6750
4243	"Qualcomm Technologies, Inc MSM8952"	854	364	台式机	"qualcomm technologies, inc msm8952"
4244	Intel Pentium M 2.00GHz	270	363	笔记本	intel pentium m 2.00ghz
4245	Mobile AMD Athlon XP-M 2200+	237	363	笔记本	mobile amd athlon xp-m 2200+
4246	Intel Core Duo U2500 @ 1.20GHz	220	362	笔记本	intel core duo u2500
4247	Intel Atom Z3770D @ 1.49GHz	488	361	笔记本	intel atom z3770d
4248	Intel Celeron 2.13GHz	166	361	台式机	intel celeron 2.13ghz
4249	Intel Pentium M 1700MHz	237	361	笔记本	intel pentium m 1700mhz
4250	MT6755V/WM	1090	361	台式机	mt6755v/wm
4251	Intel Pentium 4 2.40GHz	131	360	台式机	intel pentium 4 2.40ghz
4252	Mobile AMD Sempron 3100+	277	359	笔记本	mobile amd sempron 3100+
4253	Mobile AMD Athlon 4 2400+	233	358	笔记本	mobile amd athlon 4 2400+
4254	Qualcomm	1354	358	台式机	qualcomm
4255	MT8735T	704	356	台式机	mt8735t
4256	"rockchip,rk3328"	761	356	台式机	"rockchip,rk3328"
4257	Mobile AMD Athlon XP-M 2500+	226	355	笔记本	mobile amd athlon xp-m 2500+
4258	Mobile Intel Celeron 2.20GHz	147	355	笔记本	mobile intel celeron 2.20ghz
4259	VIA QuadCore L4700 @ 1.2+ GHz	773	355	笔记本	via quadcore l4700
4260	AMD C-60 APU	311	355	台式机	amd c-60
4261	Mobile AMD Athlon XP-M 2400+	225	355	笔记本	mobile amd athlon xp-m 2400+
4262	Intel Pentium M 2.13GHz	271	354	笔记本	intel pentium m 2.13ghz
4263	MT6592T	1056	354	台式机	mt6592t
4264	AMD Athlon XP 2500+	231	353	台式机	amd athlon xp 2500+
4265	Intel Atom D2560 @ 2.00GHz	433	353	台式机	intel atom d2560
4266	Intel Celeron 2.60GHz	143	353	台式机	intel celeron 2.60ghz
4267	Intel Pentium M 2.10GHz	292	353	笔记本	intel pentium m 2.10ghz
4268	MT8783	1039	353	台式机	mt8783
4269	Qualcomm MSM8974PRO-AA	587	352	台式机	qualcomm msm8974pro-aa
4270	Intel XEON 2.20GHz	164	351	台式机	intel xeon 2.20ghz
4271	Qualcomm MSM 8939 HUAWEI KIW-L21	1088	351	台式机	qualcomm msm 8939 huawei kiw-l21
4272	Rockchip rk3326 863 rkisp1 board	386	350	台式机	rockchip rk3326 863 rkisp1 board
4273	mt6762m	538	350	台式机	mt6762m
4274	Mobile AMD Sempron 3000+	269	350	笔记本	mobile amd sempron 3000+
4275	AMD Athlon TF-36	338	349	台式机	amd athlon tf-36
4276	Intel Celeron 2.20GHz	139	349	台式机	intel celeron 2.20ghz
4277	Intel Pentium 4 2.00GHz	133	349	台式机	intel pentium 4 2.00ghz
4278	Qualcomm MSM8974PRO-AB	625	349	台式机	qualcomm msm8974pro-ab
4279	"Qualcomm Technologies, Inc MSM8939"	949	348	台式机	"qualcomm technologies, inc msm8939"
4280	"rockchip,rk3368"	870	347	台式机	"rockchip,rk3368"
4281	Qualcomm MSM8937	1020	347	台式机	qualcomm msm8937
4282	AMD Sempron 3400+	292	346	台式机	amd sempron 3400+
4283	ARM Cortex-A57 8 Core 1500 MHz	1022	346	台式机	arm cortex-a57 8 core 1500 mhz
4284	Intel Core2 Duo U7700 @ 1.33GHz	345	345	笔记本	intel core2 duo u7700
4285	Mobile Intel Pentium 4 - M 2.00GHz	138	345	笔记本	mobile intel pentium 4 - m 2.00ghz
4286	MediaTek MT8163	600	345	台式机	mediatek mt8163
4287	Qualcomm MSM 8939 HUAWEI KIW-L24	1065	344	台式机	qualcomm msm 8939 huawei kiw-l24
4288	ARM Cortex-A72 4 Core 1850 MHz	199	343	台式机	arm cortex-a72 4 core 1850 mhz
4289	MT8735A	527	343	台式机	mt8735a
4290	Intel Core Duo U2400 @ 1.06GHz	255	342	笔记本	intel core duo u2400
4291	MT6750V/W	845	342	台式机	mt6750v/w
4292	Intel Core Solo U1300 @ 1.06GHz	127	340	笔记本	intel core solo u1300
4293	MediaTek MT6753	967	340	台式机	mediatek mt6753
4294	Intel Core i3-330UM @ 1.20GHz	484	339	笔记本	intel core i3-330um
4295	Intel Core i3-330UM @ 1.20GHz	484	339	笔记本	intel core i3 u 330
4296	Intel Celeron 2.00GHz	125	338	台式机	intel celeron 2.00ghz
4297	Mobile AMD Athlon 64 4000+	313	338	笔记本	mobile amd athlon 64 4000+
4298	AMD A4-1250 APU	415	337	笔记本	amd a4-1250
4299	AMD Athlon 2850e	333	337	台式机	amd athlon 2850e
4300	ARM Cortex-A55 4 Core 2124 MHz	742	336	台式机	arm cortex-a55 4 core 2124 mhz
4301	AMD Athlon XP 2200+	214	335	台式机	amd athlon xp 2200+
4302	Snapdragon 435	990	335	台式机	snapdragon 435
4303	SAMSUNG JF	516	334	台式机	samsung jf
4304	AMD Sempron 3000+	268	333	台式机	amd sempron 3000+
4305	QCT APQ8064 MTP	389	330	台式机	qct apq8064 mtp
4306	AMD Turion 64 Mobile ML-34	277	329	笔记本	amd turion 64 mobile ml-34
4307	AMD G-T44R	130	328	笔记本	amd g-t44r
4308	AMD Turion 64 Mobile MT-34	279	328	笔记本	amd turion 64 mobile mt-34
4309	ARM Cortex-A55 4 Core 2100 MHz	719	328	台式机	arm cortex-a55 4 core 2100 mhz
4310	Hisilicon Kirin 935	1291	328	台式机	hisilicon kirin 935
4311	AMD Athlon XP 2100+	210	327	台式机	amd athlon xp 2100+
4312	MT8765WA	582	327	台式机	mt8765wa
4313	SAMSUNG SERRANO	247	327	台式机	samsung serrano
4314	AMD G-T40R	120	327	笔记本	amd g-t40r
4315	MT8167D	580	327	台式机	mt8167d
4316	AMD E1-2100 APU	407	326	笔记本	amd e1-2100
4317	MT6797D	758	326	台式机	mt6797d
4318	AMD Sempron 2600+	253	325	台式机	amd sempron 2600+
4319	MT6739CH	612	325	台式机	mt6739ch
4320	AMD G-T40N	299	324	笔记本	amd g-t40n
4321	Intel Pentium M 1.50GHz	240	323	笔记本	intel pentium m 1.50ghz
4322	Rockchip RK3368	705	323	台式机	rockchip rk3368
4323	Intel Atom D2500 @ 1.86GHz	233	322	台式机	intel atom d2500
4324	AMD Sempron 2400+	205	321	台式机	amd sempron 2400+
4325	AMD Turion 64 Mobile ML-32	285	321	笔记本	amd turion 64 mobile ml-32
4326	Intel Atom D425 @ 1.80GHz	222	320	台式机	intel atom d425
4327	ARM Cortex-A55 4 Core 1992 MHz	718	319	台式机	arm cortex-a55 4 core 1992 mhz
4328	Intel Atom D2550 @ 1.86GHz	423	318	台式机	intel atom d2550
4329	Intel Pentium 4 1.80GHz	115	318	台式机	intel pentium 4 1.80ghz
4330	Qualcomm APQ8084	540	318	台式机	qualcomm apq8084
4331	Intel Pentium M 1.70GHz	239	318	笔记本	intel pentium m 1.70ghz
4332	AMD Z-60 APU	262	318	笔记本	amd z-60
4333	Intel Pentium 4 1800MHz	114	317	台式机	intel pentium 4 1800mhz
4334	Mobile Intel Pentium 4 - M 2.40GHz	139	317	笔记本	mobile intel pentium 4 - m 2.40ghz
4335	Mobile AMD Sempron 2600+	256	316	笔记本	mobile amd sempron 2600+
4336	AMD Sempron 2300+	207	314	台式机	amd sempron 2300+
4337	AMD Turion 64 Mobile ML-28	254	314	笔记本	amd turion 64 mobile ml-28
4338	AMD Turion 64 Mobile ML-30	277	314	笔记本	amd turion 64 mobile ml-30
4339	Intel Atom N2800 @ 1.86GHz	438	314	笔记本	intel atom n2800
4340	Mobile AMD Athlon MP-M 2400+	192	314	笔记本	mobile amd athlon mp-m 2400+
4341	Qualcomm MSM8916	424	314	台式机	qualcomm msm8916
4342	Rockchip RK3566 RK817 TABLET RKG11 LP4 Board	686	314	台式机	rockchip rk3566 rk817 tablet rkg11 lp4 board
4343	Intel Pentium M 1600MHz	193	313	笔记本	intel pentium m 1600mhz
4344	AMD G-T40E	289	313	笔记本	amd g-t40e
4345	AMD Athlon XP 1900+	203	312	台式机	amd athlon xp 1900+
4346	AMD C-50	265	312	笔记本	amd c-50
4347	Samsung Exynos 7870	936	312	台式机	samsung exynos 7870
4348	AMD Athlon XP 2000+	195	311	台式机	amd athlon xp 2000+
4349	AMD Sempron 200U	125	311	台式机	amd sempron 200u
4350	Intel Atom N2100 @ 1.60GHz	188	310	笔记本	intel atom n2100
4351	Intel Pentium 4 Mobile 2.00GHz	132	310	笔记本	intel pentium 4 mobile 2.00ghz
4352	Intel Atom E3825 @ 1.33GHz	378	309	台式机	intel atom e3825
4353	"Qualcomm Technologies, Inc APQ8017"	476	309	台式机	"qualcomm technologies, inc apq8017"
4354	Intel Atom N470 @ 1.83GHz	224	308	笔记本	intel atom n470
4355	Samsung Exynos 7580	878	308	台式机	samsung exynos 7580
4356	Intel Celeron 1.80GHz	96	307	台式机	intel celeron 1.80ghz
4357	Intel Pentium M 1.60GHz	229	307	笔记本	intel pentium m 1.60ghz
4358	Intel Celeron M 360 1.40GHz	221	305	笔记本	intel celeron m 360 1.40ghz
4359	AMD Athlon 2650e	274	304	台式机	amd athlon 2650e
4360	Intel Atom D525 @ 1.80GHz	397	303	台式机	intel atom d525
4361	Unisoc SC9832e	474	303	台式机	unisoc sc9832e
4362	MediaTek MT6735	497	302	台式机	mediatek mt6735
4363	"Qualcomm Technologies, Inc MSM8917"	498	302	台式机	"qualcomm technologies, inc msm8917"
4364	AMD A4-1200 APU	366	301	笔记本	amd a4-1200
4365	AMD Athlon XP 1800+	195	301	台式机	amd athlon xp 1800+
4366	Intel Celeron M 410 @ 1.46GHz	123	301	笔记本	intel celeron m 410
4367	Mobile AMD Athlon XP-M 2000+	196	301	笔记本	mobile amd athlon xp-m 2000+
4368	MT8735	495	299	台式机	mt8735
4369	AMD Sempron 210U	267	299	台式机	amd sempron 210u
4370	Mobile AMD Sempron 2800+	237	299	笔记本	mobile amd sempron 2800+
4371	"Qualcomm Technologies, Inc QM215"	466	298	台式机	"qualcomm technologies, inc qm215"
4372	ARM Cortex-A55 4 Core 1800 MHz	658	297	台式机	arm cortex-a55 4 core 1800 mhz
4373	Intel Celeron M 1500MHz	217	297	笔记本	intel celeron m 1500mhz
4374	Mobile Intel Pentium 4 - M 1.70GHz	121	297	笔记本	mobile intel pentium 4 - m 1.70ghz
4375	Mobile Intel Pentium 4 - M 1.80GHz	119	297	笔记本	mobile intel pentium 4 - m 1.80ghz
4376	VIA QuadCore U4650 @ 1.0+ GHz	666	296	台式机	via quadcore u4650
4377	"Qualcomm Technologies, Inc QCM2150"	409	295	台式机	"qualcomm technologies, inc qcm2150"
4378	AMD Turion 64 Mobile MT-30	246	294	笔记本	amd turion 64 mobile mt-30
4379	AMD Z-01	305	294	台式机	amd z-01
4380	AMD Athlon 64 2600+	243	292	台式机	amd athlon 64 2600+
4381	Intel Atom N2600 @ 1.60GHz	323	292	笔记本	intel atom n2600
4382	Intel Pentium 4 1.90GHz	104	292	台式机	intel pentium 4 1.90ghz
4383	Intel Atom D510 @ 1.66GHz	402	292	台式机	intel atom d510
4384	Mobile AMD Athlon XP-M 1800+	193	291	笔记本	mobile amd athlon xp-m 1800+
4385	Mobile Intel Celeron 2.00GHz	133	290	笔记本	mobile intel celeron 2.00ghz
4386	Intel Celeron M 443 @ 1.20GHz	125	288	笔记本	intel celeron m 443
4387	QCT APQ8064 FLO	452	288	台式机	qct apq8064 flo
4388	Samsung J7 Max LTE SWA board based on MT6757V/WL	930	288	台式机	samsung j7 max lte swa board based on mt6757v/wl
4389	VIA Nano U3500@1000MHz	184	286	笔记本	via nano u3500
4390	MT8167A	478	285	台式机	mt8167a
4391	Samsung Exynos 7570	419	285	台式机	samsung exynos 7570
4392	Intel Celeron M 1.30GHz	205	284	笔记本	intel celeron m 1.30ghz
4393	VIA Eden C1050@1.06GHz	263	283	台式机	via eden c1050
4394	AMD Phenom X4 Quad-Core GS-6560	1063	282	台式机	amd phenom x4 quad-core gs-6560
4395	Intel Pentium M 1400MHz	208	282	笔记本	intel pentium m 1400mhz
4396	MediaTek MT6739WW	407	282	台式机	mediatek mt6739ww
4397	Intel Pentium 4 Mobile 1.90GHz	136	282	笔记本	intel pentium 4 mobile 1.90ghz
4398	Intel Xeon L5320 @ 1.86GHz	1118	281	台式机	intel xeon l5320
4399	Intel Atom N475 @ 1.83GHz	179	281	笔记本	intel atom n475
4400	VIA Eden X2 U4200 @ 1.0+ GHz	315	281	台式机	via eden x2 u4200
4401	Intel Celeron M 1.50GHz	216	280	笔记本	intel celeron m 1.50ghz
4402	Mobile Intel Celeron 1.80GHz	121	280	笔记本	mobile intel celeron 1.80ghz
4403	AMD Sempron 2200+	184	279	台式机	amd sempron 2200+
4404	msm8960dt	252	279	台式机	msm8960dt
4405	QCT APQ8064 DEB	453	278	台式机	qct apq8064 deb
4406	Intel Pentium III 1400S @ 1400MHz	194	278	台式机	intel pentium iii 1400s
4407	QCT APQ8064 AWIFI	382	276	台式机	qct apq8064 awifi
4408	Intel Atom N450 @ 1.66GHz	201	276	笔记本	intel atom n450
4409	AMD Athlon 1500+	191	275	台式机	amd athlon 1500+
4410	Mobile AMD Athlon XP-M 1600+	169	274	笔记本	mobile amd athlon xp-m 1600+
4411	ARM Cortex-A53 4 Core 1908 MHz	638	274	台式机	arm cortex-a53 4 core 1908 mhz
4412	Intel Celeron M 1300MHz	197	274	笔记本	intel celeron m 1300mhz
4413	ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz	399	273	台式机	arm armv7 rev 4 4 core 1400 mhz
4414	AMD Athlon XP1600+	183	272	台式机	amd athlon xp1600+
4415	ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz	396	272	台式机	arm armv7 rev 4 4 core 1200 mhz
4416	Intel Pentium III 1400 @ 1400MHz	193	272	台式机	intel pentium iii 1400
4417	"Qualcomm Technologies, Inc MSM8920"	436	272	台式机	"qualcomm technologies, inc msm8920"
4418	AMD Athlon XP 1700+	176	272	台式机	amd athlon xp 1700+
4419	Intel Pentium M 1300MHz	197	271	笔记本	intel pentium m 1300mhz
4420	Intel Pentium 4 2.93GHz	150	269	台式机	intel pentium 4 2.93ghz
4421	hi6210sft	796	269	台式机	hi6210sft
4422	AMD GX-412TC SOC	645	266	台式机	amd gx-412tc soc
4423	ARM Cortex-A7 4 Core 1368 MHz	353	266	台式机	arm cortex-a7 4 core 1368 mhz
4424	Intel Atom E3815 @ 1.46GHz	184	266	台式机	intel atom e3815
4425	Intel Pentium 4 1700MHz	100	266	台式机	intel pentium 4 1700mhz
4426	MediaTek MT6737	448	266	台式机	mediatek mt6737
4427	AMD Athlon XP 1600+	174	265	台式机	amd athlon xp 1600+
4428	Intel Atom N570 @ 1.66GHz	341	264	笔记本	intel atom n570
4429	Intel Pentium M 1.40GHz	225	264	笔记本	intel pentium m 1.40ghz
4430	AMD Sempron 3500+	232	264	台式机	amd sempron 3500+
4431	Intel Pentium M 1.20GHz	199	262	台式机	intel pentium m 1.20ghz
4432	MediaTek MT8167B	366	262	台式机	mediatek mt8167b
4433	Mobile AMD Athlon MP-M 1800+	173	262	笔记本	mobile amd athlon mp-m 1800+
4434	MT8161P	508	261	台式机	mt8161p
4435	Intel Xeon 2.00GHz	152	259	台式机	intel xeon 2.00ghz
4436	Intel Core2 Solo U2100 @ 1.06GHz	233	258	笔记本	intel core2 solo u2100
4437	Intel Atom N455 @ 1.66GHz	179	257	笔记本	intel atom n455
4438	VIA Nano U2250 (1.6GHz Capable)	187	256	笔记本	via nano u2250
4439	Intel Celeron 220 @ 1.20GHz	209	255	台式机	intel celeron 220
4440	MediaTek MT6739WA	393	255	台式机	mediatek mt6739wa
4441	Intel Atom D410 @ 1.66GHz	177	254	台式机	intel atom d410
4442	Intel Pentium 4 Mobile 1.60GHz	116	254	笔记本	intel pentium 4 mobile 1.60ghz
4443	Mobile Intel Celeron 1.70GHz	118	254	笔记本	mobile intel celeron 1.70ghz
4444	QCT APQ8064 MAKO	399	254	台式机	qct apq8064 mako
4445	SAMSUNG Exynos7580	851	254	台式机	samsung exynos7580
4446	Intel Pentium 4 1.70GHz	86	254	台式机	intel pentium 4 1.70ghz
4447	"Qualcomm Technologies, Inc MSM8929"	560	252	台式机	"qualcomm technologies, inc msm8929"
4448	AMD Athlon XP 1500+	167	251	台式机	amd athlon xp 1500+
4449	Intel Pentium M 1500MHz	188	251	笔记本	intel pentium m 1500mhz
4450	Intel Pentium M 1.30GHz	196	250	笔记本	intel pentium m 1.30ghz
4451	Mobile Intel Celeron 1333MHz	183	248	笔记本	mobile intel celeron 1333mhz
4452	Rockchip RK3328 box liantong avb	561	248	台式机	rockchip rk3328 box liantong avb
4453	ARM Cortex-A7 4 Core 1300 MHz	341	245	台式机	arm cortex-a7 4 core 1300 mhz
4454	ARM Cortex-A53 4 Core 1400 MHz	362	243	台式机	arm cortex-a53 4 core 1400 mhz
4455	ARM Cortex-A53 4 Core 1704 MHz	549	243	台式机	arm cortex-a53 4 core 1704 mhz
4456	MT8735M	358	243	台式机	mt8735m
4457	"Qualcomm Technologies, Inc MSM8916"	384	242	台式机	"qualcomm technologies, inc msm8916"
4458	VIA Nano L2007@1600MHz	254	242	笔记本	via nano l2007
4459	Intel Atom N550 @ 1.50GHz	295	240	笔记本	intel atom n550
4460	MT8765WB	411	238	台式机	mt8765wb
4461	Intel Pentium 4 3.83GHz	154	237	台式机	intel pentium 4 3.83ghz
4462	Unisoc SC7731e	330	234	台式机	unisoc sc7731e
4463	Sony Mobile fusion3	428	234	台式机	sony mobile fusion3
4464	Intel Atom C2338 @ 1.74GHz	584	233	笔记本	intel atom c2338
4465	"Qualcomm Technologies, Inc APQ8016"	361	233	台式机	"qualcomm technologies, inc apq8016"
4466	AMD GX-210JA SOC	248	231	笔记本	amd gx-210ja soc
4467	Intel Pentium 4 1.50GHz	86	228	台式机	intel pentium 4 1.50ghz
4468	ARM Cortex-A53 4 Core 1800 MHz	482	227	台式机	arm cortex-a53 4 core 1800 mhz
4469	ARM Cortex-A53 4 Core 1000 MHz	350	226	台式机	arm cortex-a53 4 core 1000 mhz
4470	Intel Atom N280 @ 1.66GHz	175	226	笔记本	intel atom n280
4471	RK30board	198	226	台式机	rk30board
4472	Intel Pentium 4 1.60GHz	84	225	台式机	intel pentium 4 1.60ghz
4473	Intel Atom S1260 @ 2.00GHz	596	224	台式机	intel atom s1260
4474	AMD Athlon L110	197	223	台式机	amd athlon l110
4475	Intel Pentium 4 1500MHz	81	223	台式机	intel pentium 4 1500mhz
4476	MT6739WM	310	223	台式机	mt6739wm
4477	Intel Pentium M 1000MHz	156	222	笔记本	intel pentium m 1000mhz
